unit_id,outcome,mean_baseline_rate_hz,mean_response_rate_hz,n_trials,mean_evoked_rate_hz
1126285186,hit,5.2592592592592595,11.022222222222222,135,5.762962962962963
1126285186,miss,6.976744186046512,10.13953488372093,86,3.162790697674419
1126285191,hit,10.133333333333333,22.192592592592593,135,12.05925925925926
1126285191,miss,12.023255813953488,17.3953488372093,86,5.372093023255813
1126285192,hit,7.555555555555555,6.681481481481481,135,-0.8740740740740742
1126285192,miss,6.093023255813954,4.651162790697675,86,-1.441860465116279
1126285193,hit,0.014814814814814815,0.2074074074074074,135,0.1925925925925926
1126285193,miss,0.09302325581395349,0.23255813953488372,86,0.13953488372093023
1126285194,hit,0.2962962962962963,0.5185185185185185,135,0.2222222222222222
1126285194,miss,0.3488372093023256,1.069767441860465,86,0.7209302325581395
1126285195,hit,3.22962962962963,7.733333333333333,135,4.503703703703703
1126285195,miss,3.488372093023256,5.651162790697675,86,2.162790697674419
1126285200,hit,8.562962962962963,22.488888888888887,135,13.925925925925924
1126285200,miss,9.186046511627907,15.720930232558139,86,6.534883720930232
1126285202,hit,0.34074074074074073,0.6518518518518519,135,0.31111111111111117
1126285202,miss,0.20930232558139536,0.4418604651162791,86,0.23255813953488372
1126285205,hit,0.2962962962962963,1.0518518518518518,135,0.7555555555555555
1126285205,miss,0.3488372093023256,0.7906976744186046,86,0.441860465116279
1126285206,hit,0.13333333333333333,0.4888888888888889,135,0.3555555555555555
1126285206,miss,0.3488372093023256,0.5116279069767442,86,0.16279069767441862
1126285211,hit,7.807407407407408,21.392592592592592,135,13.585185185185185
1126285211,miss,7.767441860465116,15.953488372093023,86,8.186046511627907
1126285213,hit,0.7703703703703704,1.0962962962962963,135,0.32592592592592595
1126285213,miss,0.813953488372093,0.8372093023255814,86,0.023255813953488413
1126285214,hit,0.05925925925925926,0.08888888888888889,135,0.02962962962962963
1126285214,miss,0.023255813953488372,0.06976744186046512,86,0.046511627906976744
1126285216,hit,0.17777777777777778,0.3111111111111111,135,0.13333333333333333
1126285216,miss,0.13953488372093023,0.09302325581395349,86,-0.046511627906976744
1126285221,hit,0.562962962962963,1.9407407407407407,135,1.3777777777777778
1126285221,miss,0.3953488372093023,0.7441860465116279,86,0.3488372093023256
1126285223,hit,12.42962962962963,7.022222222222222,135,-5.407407407407408
1126285223,miss,11.744186046511627,7.906976744186046,86,-3.837209302325581
1126285225,hit,0.14814814814814814,0.34074074074074073,135,0.1925925925925926
1126285225,miss,0.11627906976744186,0.046511627906976744,86,-0.06976744186046512
1126285227,hit,0.26666666666666666,0.6370370370370371,135,0.3703703703703704
1126285227,miss,0.13953488372093023,0.3953488372093023,86,0.2558139534883721
1126285284,hit,0.35555555555555557,1.2296296296296296,135,0.874074074074074
1126285284,miss,0.23255813953488372,0.5348837209302325,86,0.3023255813953488
1126285285,hit,0.2074074074074074,0.34074074074074073,135,0.13333333333333333
1126285285,miss,0.2558139534883721,0.23255813953488372,86,-0.023255813953488386
1126285286,hit,1.3333333333333333,6.859259259259259,135,5.525925925925926
1126285286,miss,1.7209302325581395,8.674418604651162,86,6.953488372093023
1126285289,hit,3.348148148148148,8.148148148148149,135,4.800000000000001
1126285289,miss,3.86046511627907,12.906976744186046,86,9.046511627906977
1126285292,hit,4.9037037037037035,12.0,135,7.0962962962962965
1126285292,miss,6.186046511627907,10.720930232558139,86,4.534883720930232
1126285293,hit,0.8444444444444444,3.1259259259259258,135,2.281481481481481
1126285293,miss,2.0232558139534884,3.511627906976744,86,1.4883720930232558
1126285297,hit,0.6814814814814815,2.933333333333333,135,2.2518518518518515
1126285297,miss,0.8837209302325582,2.0232558139534884,86,1.1395348837209303
1126285298,hit,1.3777777777777778,1.8814814814814815,135,0.5037037037037038
1126285298,miss,1.3255813953488371,2.4186046511627906,86,1.0930232558139534
1126285299,hit,0.3851851851851852,0.5185185185185185,135,0.1333333333333333
1126285299,miss,0.5581395348837209,0.6976744186046512,86,0.13953488372093026
1126285301,hit,2.1777777777777776,3.2,135,1.0222222222222226
1126285301,miss,1.930232558139535,3.5348837209302326,86,1.6046511627906976
1126285302,hit,0.8888888888888888,1.451851851851852,135,0.5629629629629631
1126285302,miss,0.9767441860465116,1.6046511627906976,86,0.627906976744186
1126285303,hit,0.5481481481481482,2.903703703703704,135,2.3555555555555556
1126285303,miss,1.0465116279069768,2.9767441860465116,86,1.9302325581395348
1126285304,hit,1.1703703703703703,2.3703703703703702,135,1.2
1126285304,miss,1.0930232558139534,1.558139534883721,86,0.4651162790697676
1126285305,hit,1.4962962962962962,1.7333333333333334,135,0.23703703703703716
1126285305,miss,1.9767441860465116,1.4186046511627908,86,-0.5581395348837208
1126285306,hit,0.6666666666666666,0.9481481481481482,135,0.28148148148148155
1126285306,miss,1.1395348837209303,1.1395348837209303,86,0.0
1126285307,hit,0.13333333333333333,0.5481481481481482,135,0.41481481481481486
1126285307,miss,0.32558139534883723,0.3953488372093023,86,0.06976744186046507
1126285308,hit,0.07407407407407407,0.14814814814814814,135,0.07407407407407407
1126285308,miss,0.023255813953488372,0.046511627906976744,86,0.023255813953488372
1126285309,hit,0.05925925925925926,0.2518518518518518,135,0.19259259259259257
1126285309,miss,0.13953488372093023,0.06976744186046512,86,-0.06976744186046512
1126285310,hit,0.2518518518518518,0.4148148148148148,135,0.16296296296296298
1126285310,miss,0.3488372093023256,0.4186046511627907,86,0.06976744186046513
1126285311,hit,0.02962962962962963,0.17777777777777778,135,0.14814814814814814
1126285311,miss,0.09302325581395349,0.13953488372093023,86,0.046511627906976744
1126285312,hit,1.2444444444444445,4.592592592592593,135,3.348148148148148
1126285312,miss,1.3488372093023255,3.488372093023256,86,2.1395348837209305
1126285313,hit,0.14814814814814814,0.34074074074074073,135,0.1925925925925926
1126285313,miss,0.18604651162790697,0.23255813953488372,86,0.046511627906976744
1126285314,hit,1.674074074074074,4.8,135,3.1259259259259258
1126285314,miss,1.2790697674418605,3.558139534883721,86,2.2790697674418605
1126285315,hit,2.0148148148148146,1.3925925925925926,135,-0.622222222222222
1126285315,miss,1.744186046511628,1.069767441860465,86,-0.6744186046511629
1126285331,hit,0.07407407407407407,0.2962962962962963,135,0.2222222222222222
1126285331,miss,0.06976744186046512,0.0,86,-0.06976744186046512
1126285332,hit,1.0814814814814815,2.088888888888889,135,1.0074074074074075
1126285332,miss,0.6046511627906976,2.0,86,1.3953488372093024
1126285340,hit,0.3111111111111111,0.5777777777777777,135,0.2666666666666666
1126285340,miss,0.3023255813953488,0.627906976744186,86,0.32558139534883723
1126285341,hit,0.05925925925925926,0.2518518518518518,135,0.19259259259259257
1126285341,miss,0.23255813953488372,0.37209302325581395,86,0.13953488372093023
1126285345,hit,11.925925925925926,2.948148148148148,135,-8.977777777777778
1126285345,miss,9.930232558139535,6.627906976744186,86,-3.3023255813953485
1126285348,hit,0.5925925925925926,1.9555555555555555,135,1.362962962962963
1126285348,miss,0.3953488372093023,1.069767441860465,86,0.6744186046511627
1126285349,hit,0.13333333333333333,0.1925925925925926,135,0.05925925925925926
1126285349,miss,0.046511627906976744,0.20930232558139536,86,0.16279069767441862
1126285350,hit,0.7407407407407407,5.274074074074074,135,4.533333333333333
1126285350,miss,0.5116279069767442,2.7674418604651163,86,2.255813953488372
